,0
2019-01-03,-0.013802038133333333
2019-01-04,0.0266005364
2019-01-07,0.0064037354
2019-01-08,0.0058527664999999994
2019-01-09,0.0047462318
2019-01-10,0.0011761811999999997
2019-01-11,0.0036884044666666664
2019-01-14,-0.005355198933333333
2019-01-15,0.011626111766666666
2019-01-16,0.0025556036333333333
2019-01-17,0.0031264171
2019-01-18,0.013695627233333334
2019-01-22,-0.011872202166666668
2019-01-23,0.0003368733333333334
2019-01-24,0.0033855259333333333
2019-01-25,0.0060720452
2019-01-28,-0.006211406633333334
2019-01-29,-6.648986666666669e-05
2019-01-30,0.0058529518
2019-01-31,0.0056450547
2019-02-01,0.0052775707666666664
2019-02-11,0.0066094272
2019-02-12,0.009687317566666666
2019-02-13,0.008861728933333334
2019-02-14,-0.0011827739000000001
2019-02-15,0.002417421966666667
2019-02-19,0.0003739413333333333
2019-02-20,0.0021183998666666664
2019-02-21,-0.0030923401
2019-02-22,0.010329904233333333
2019-02-25,0.019762542733333333
2019-02-26,-0.0028813437666666665
2019-02-27,0.0008598547333333333
2019-02-28,-0.0034069567333333338
2019-03-01,0.009922513266666667
2019-03-04,0.003345533266666666
2019-03-05,0.0024808073666666665
2019-03-06,0.0012265179333333332
2019-03-07,-0.002157397633333333
2019-03-08,-0.017154374599999998
2019-03-11,0.015352389633333331
2019-03-12,0.004604180733333333
2019-03-13,-0.00047290839999999983
2019-03-14,-0.0038128956
2019-03-15,0.0063962463
2019-03-18,0.010647640566666667
2019-03-19,-0.0005541261666666667
2019-03-20,-0.0026067392999999995
2019-03-21,0.0071729255999999995
2019-03-22,-0.008938940233333333
2019-03-25,-0.009335322533333334
2019-03-26,0.0012789163666666672
2019-03-27,0.0011404591999999996
2019-03-28,-0.0009705687666666666
2019-03-29,0.015235388733333332
2019-04-01,0.0164816921
2019-04-02,0.0015831414333333333
2019-04-03,0.005635386533333333
2019-04-04,0.004055704366666667
2019-04-08,-0.0005104124333333334
2019-04-09,-0.004229927266666667
2019-04-10,0.0029905893666666667
2019-04-11,-0.005949738166666667
2019-04-12,0.0026984115666666667
2019-04-15,-0.0007985619333333333
2019-04-16,0.008618379333333332
2019-04-17,-0.0004225752000000001
2019-04-18,0.0007594136999999998
2019-04-23,0.0046338883
