,Annualised Return,Annualised Vol,Sharpe,Sortino,Max Drawdown
lstm_mvo,0.12327525570493125,0.16740314262763784,0.7783953902261187,1.0206717107373073,-0.22090303624054475
hist_mvo,0.1035506178889305,0.17093245431985465,0.6626440982779719,0.7672536312350892,-0.32804219472251994
equal,0.09744729310561939,0.15925667332100873,0.6640618656855727,0.7879439992059202,-0.2687552363253197
