,STOXX1800,RUSSELL1000,SHANGHAI_A
2019-01-02,0.02376203279593092,0.0331269923847719,0.03209540016103962
2019-01-03,0.04420130895224372,0.06338155874375961,0.028716066666307327
2019-01-04,0.02261751705007997,0.02797006164708682,0.015505003748104373
2019-01-07,0.014754585939239062,0.014468763838163534,0.0010686188970314703
2019-01-08,0.015507950533936388,0.014776909851868858,0.017391994682355305
2019-01-09,0.018233502825512726,0.0125439547874866,0.010269384660409164
2019-01-10,0.02165388818751568,0.015619666971503854,0.009692865364630432
2019-01-11,0.031854733547349134,0.028987226398618393,0.016547128415403956
2019-01-14,0.02565517715748067,0.019858382568035404,0.011693865496903655
2019-01-15,0.013408037917607363,0.01112447495269997,-0.001425842188284121
2019-01-16,0.012374889719222182,0.010508200215911145,0.002693525239815031
2019-01-17,0.011871190109957519,0.011752082543637243,0.010846390362971414
2019-01-18,-0.011348184131376282,-0.008603050298409465,-0.005176229540199584
2019-01-22,0.0005009123764261325,0.004230259475911602,0.00568244436361609
2019-01-23,0.011214116171569533,0.017828197866913476,-0.0020683467537541134
2019-01-24,0.01201390098849986,0.024560684099586005,-0.00270827657233097
2019-01-25,0.007810360527088056,0.017107177411819885,0.006364433809494363
2019-01-28,0.02267495984527912,0.025698161752194304,0.021959919044185927
2019-01-29,0.029979386794139806,0.04035453461230443,0.029974159563355807
2019-01-30,0.025684422927637174,0.027654861799526476,0.05656449736487357
2019-01-31,0.019964916238825348,0.016597644927261124,0.05232418114431758
2019-02-01,0.029254504210593613,0.025803531344054997,0.024516384164100513
2019-02-11,0.023106032772568508,0.026277935699841715,0.011209799939477794
2019-02-12,0.016143058072984218,0.015056811432926143,0.006426309853907242
2019-02-13,0.00853934810163337,0.008488526231927862,-0.015166670039068908
2019-02-14,0.014708863105906467,0.017425216201201854,0.004129811692307195
2019-02-15,0.006252601721922657,0.008034762028494402,0.07517789972249567
2019-02-19,0.00637727991740622,0.005276350665029295,0.06749508169686647
2019-02-20,0.001933776637351503,0.0037456595980773777,0.0698135698484752
2019-02-21,0.0011179833437897635,0.004550418977956383,0.06881463205995253
2019-02-22,0.0008415198686766434,0.004616216995358968,0.0677547828022016
2019-02-25,0.002216181057089317,-0.0012008713452524855,0.022429047506068667
2019-02-26,0.002889611710670037,-0.0012592132958212376,0.03835588413444557
2019-02-27,-0.00027934850079158746,-0.008480986926178491,0.050233097187330156
2019-02-28,0.0027854255560941787,-0.013504060839254373,0.056293478338472536
2019-03-01,-0.0075253949539766385,-0.02217286929925899,-0.00808741131895896
2019-03-04,0.0012930725444695312,-0.003439731787096334,-0.0002081427655907797
2019-03-05,0.001175219254597737,0.0008035675682855903,0.002007077909975008
2019-03-06,0.008933183098041475,0.014694977028266276,-0.024226126240442625
2019-03-07,0.01021324203538021,0.021994268657378857,-0.03725710763686074
2019-03-08,0.01989075407428742,0.028917136457688564,0.01748973662961517
2019-03-11,0.011046288569768414,0.01790664133239983,0.023001413170503415
2019-03-12,0.011797722567893132,0.014419642510099306,0.010068014475590914
2019-03-13,0.004536146547508668,0.00434570825890046,0.021089719221012437
2019-03-14,0.010118411367419755,0.0163321865867736,0.037073905108751415
2019-03-15,-0.002108117167509471,-0.008282401764937108,0.02730361419412386
2019-03-18,-0.012797896945338727,-0.012947218304633745,-0.017285641246474248
2019-03-19,-0.0019003897638449896,-0.00524951046824107,-0.030418814737188993
2019-03-20,0.0021346009473737215,-0.0067007637886544735,-0.022010238118176706
2019-03-21,-0.00242748663458614,-0.013725522561742198,-0.034382975020556095
