,Annualised Return,Annualised Vol,Sharpe,Sortino,Max Drawdown
lstm_mvo,0.12323980307408755,0.19612523966300768,0.6915162343792947,0.7846516080705581,-0.3310446696337096
hist_mvo,0.08639350694363412,0.1872597270764161,0.536971535655861,0.6124631717774617,-0.33496621975006124
equal,0.08649104641908179,0.16031765317801752,0.5981378684682864,0.7067483767736186,-0.2687552363253196
