,0
2019-02-01,0.0010287484034862768
2019-02-11,0.0011079853927109442
2019-02-12,0.012842267997908005
2019-02-13,0.003033300622021165
2019-02-14,-0.00210903557439937
2019-02-15,0.01076239151554441
2019-02-19,0.0015441850487903435
2019-02-20,0.001785299093019101
2019-02-21,-0.0034613939212688894
2019-02-22,0.006722393170547293
2019-02-25,0.0014371801559469749
2019-02-26,-0.001184633389829868
2019-02-27,0.00024791665723176135
2019-02-28,-0.002669087486818025
2019-03-01,0.003912635998542404
2019-03-04,0.0031902192000000003
2019-03-05,-0.00010529909999999991
2019-03-06,-0.005038038
2019-03-07,-0.00014398940000000024
2019-03-08,-0.005424154600000001
2019-03-11,0.0121038985
2019-03-12,-0.00022298779999999974
2019-03-13,0.0026717802000000004
2019-03-14,0.0011245530999999997
2019-03-15,0.0041035563
2019-03-18,0.0033269604000000005
2019-03-19,0.0005200706000000001
2019-03-20,-0.0045242998
2019-03-21,0.006687859500000001
2019-03-22,-0.0080501681
2019-03-25,-0.0074210419000000005
2019-03-26,0.0115645919
2019-03-27,-0.0004999167
2019-03-28,0.0021050438000000003
2019-03-29,0.006929972300000001
2019-04-01,0.011942777100000006
2019-04-02,0.002718789
2019-04-03,0.0020152018000000015
2019-04-04,0.000865461600000001
2019-04-08,-0.0020524570999999998
2019-04-09,-0.005062592800000003
2019-04-10,0.004105746400000002
2019-04-11,-0.0020343684
2019-04-12,0.0017536579000000032
2019-04-15,0.0016937649999999999
2019-04-16,0.0016422026000000004
2019-04-17,-0.0012873596000000014
2019-04-18,0.004730348300000001
2019-04-23,0.009775127700000004
2019-04-24,-0.001917761700000001
2019-04-25,0.0040189821
2019-04-26,0.0022207072000000024
2019-04-29,0.0006245177000000006
2019-04-30,-0.0013198958999999996
2019-05-06,-0.0054205065
2019-05-07,-0.0133774318
2019-05-08,-0.0030332693
2019-05-09,-0.008099896
2019-05-10,0.0023261338
2019-05-13,-0.0180511134
2019-05-14,0.008708786500000001
2019-05-15,0.005935897900000001
2019-05-16,0.0104156415
2019-05-17,-0.0023538985000000003
2019-05-20,-0.0056869551
2019-05-21,0.0045616669000000006
2019-05-22,-0.0001384698
2019-05-23,-0.0106106551
2019-05-24,-0.0008645874
2019-05-28,-0.0037880601000000002
2019-05-29,-0.0066345879
2019-05-30,0.0024396215
2019-05-31,-0.010908232
2019-06-03,-0.005432485599999998
2019-06-04,0.012724061899999983
2019-06-05,0.006708672199999995
2019-06-06,0.002244747799999987
2019-06-10,0.005945425100000003
2019-06-11,0.002249984700000025
2019-06-12,-0.0028834383000000026
2019-06-13,0.005302270199999995
2019-06-14,0.0016350343999999852
2019-06-17,-0.0003443358999999967
2019-06-18,0.01283651329999999
2019-06-19,0.002508361300000009
2019-06-20,0.0034000025000000267
2019-06-21,-0.005146335399999988
2019-06-24,-0.00572059079999999
2019-06-25,-0.005745463000000006
2019-06-26,-0.0020704116
2019-06-27,0.0048140629000000025
2019-06-28,0.0037626277999999913
2019-07-01,0.006674031500000003
2019-07-02,0.0026654409000000006
2019-07-03,0.0080720376
2019-07-05,-0.0014198656999999991
2019-07-08,-0.0051122938
2019-07-09,0.002015209099999999
2019-07-10,0.004257145099999998
2019-07-11,0.0020296482000000003
2019-07-12,0.004937979699999998
2019-07-15,0.00014601020000000006
2019-07-16,-0.003260421799999999
2019-07-17,-0.006152978899999999
2019-07-18,0.003633689099999998
2019-07-19,-0.006100755599999999
2019-07-22,0.002713138999999999
2019-07-23,0.006849244100000001
2019-07-24,0.005440000499999999
2019-07-25,-0.0056805619
2019-07-26,0.0076558198999999985
2019-07-29,-0.0020809862
2019-07-30,-0.001983964800000001
2019-07-31,-0.010585102099999999
2019-08-01,-0.0093083951
2019-08-02,-0.0078713957
2019-08-05,-0.029846230300000002
2019-08-06,0.0132024108
2019-08-07,0.0011904522
2019-08-08,0.0193383055
2019-08-09,-0.006834799000000001
2019-08-12,-0.012198770400000001
2019-08-13,0.0144061004
2019-08-14,-0.0289725569
2019-08-15,0.0023413711
2019-08-16,0.014892892100000001
2019-08-19,0.011676707400000002
2019-08-20,-0.0075315879
2019-08-21,0.0083469392
2019-08-22,-0.0005234570000000001
2019-08-23,-0.0256880441
2019-08-26,0.010657597100000001
2019-08-27,-0.003662745
2019-08-28,0.0063696693
2019-08-29,0.0129792636
2019-08-30,0.0007270911
2019-09-03,-0.0071589225
2019-09-04,0.010891434200000005
2019-09-05,0.013173369100000004
2019-09-06,0.0007227290000000021
2019-09-09,-0.00032431079999999633
2019-09-10,0.0003281211999999995
2019-09-11,0.007635943499999999
2019-09-12,0.0027690126000000036
2019-09-16,-0.0022073127
2019-09-17,0.002614083599999992
2019-09-18,1.5866100000001122e-05
2019-09-19,6.064020000000203e-05
2019-09-20,-0.004714857099999999
2019-09-23,1.0225499999995659e-05
2019-09-24,-0.008898631499999999
2019-09-25,0.006307982199999996
2019-09-26,-0.002604610500000004
2019-09-27,-0.0056695682999999995
2019-09-30,0.005288157499999996
2019-10-08,-0.0159377828
2019-10-09,0.009400820900000002
2019-10-10,0.0060962834000000046
2019-10-11,0.011459963700000006
2019-10-14,-0.0014239821999999943
2019-10-15,0.009736806299999998
2019-10-16,-0.002499117300000002
2019-10-17,0.0031348954999999997
2019-10-18,-0.004008084500000007
2019-10-21,0.006780905
2019-10-22,-0.0038559076999999976
2019-10-23,0.002712362899999998
2019-10-24,0.0026993212000000003
2019-10-25,0.004305417100000003
2019-10-28,0.005649876500000005
2019-10-29,-0.0008363245000000045
2019-10-30,0.0032909264999999976
2019-10-31,-0.003316251600000002
2019-11-01,0.010050698700000001
2019-11-04,0.00363299
2019-11-05,-0.0012363975000000001
2019-11-06,0.0004191309
2019-11-07,0.0032018622000000003
2019-11-08,0.0029947069
2019-11-11,-0.0015730805
2019-11-12,0.0015601323
2019-11-13,0.0007186057
2019-11-14,0.0012265483000000002
2019-11-15,0.0079168756
2019-11-18,0.0005453167
2019-11-19,-9.42246e-05
2019-11-20,-0.0031292748000000003
2019-11-21,-0.0018823622000000001
2019-11-22,0.0022112922
2019-11-25,0.0080277848
2019-11-26,0.0024020058000000003
2019-11-27,0.0043718822
2019-11-29,-0.0041055759
2019-12-02,-0.0088300561
2019-12-03,-0.006271296700000001
2019-12-04,0.0061387481
2019-12-05,0.0015506766
2019-12-06,0.0089859373
2019-12-09,-0.0031487692
2019-12-10,-0.0011320636000000002
2019-12-11,0.002642882
2019-12-12,0.008326950100000001
2019-12-13,0.00015388350000000015
2019-12-16,0.0073395667
2019-12-17,0.00035212059999999997
2019-12-18,-0.0002065451
2019-12-19,0.0046211915
2019-12-20,0.0050678497
2019-12-23,0.0008419319000000001
2019-12-24,-4.160199999999985e-06
2019-12-27,-0.00018425840000000002
2019-12-30,-0.0055684408
2019-12-31,0.0030572704
2020-01-02,0.008252975700000002
2020-01-03,-0.0063761194000000005
2020-01-06,0.0035041341
2020-01-07,-0.002454804199999999
2020-01-08,0.0048935837999999985
2020-01-09,0.006746102500000002
2020-01-10,-0.002721975
2020-01-13,0.007299146100000001
2020-01-14,-0.0010466665000000005
2020-01-15,0.001799524399999999
2020-01-16,0.008478157399999998
2020-01-17,0.0033443780000000003
2020-01-21,-0.0024600077000000026
2020-01-22,0.0004827883000000005
2020-01-23,0.0011960325999999953
2020-02-03,0.0080731121
2020-02-04,0.0155056459
2020-02-05,0.0098119687
2020-02-06,0.0031244549
2020-02-07,-0.0052022087000000005
2020-02-10,0.007448023000000001
2020-02-11,0.0021984963
2020-02-12,0.0065109379
2020-02-13,-0.0008278264000000001
2020-02-14,0.0021863519
2020-02-18,-0.0024001079
2020-02-19,0.0049800814
2020-02-20,-0.0031698052
2020-02-21,-0.0105498608
2020-02-24,-0.0331008181
2020-02-25,-0.0305843036
2020-02-26,-0.0048990688
2020-02-27,-0.0436489492
2020-02-28,-0.0082926875
2020-03-02,0.017860485700000022
2020-03-03,-0.0175035933
2020-03-04,0.0317292435
2020-03-05,-0.02515549709999999
2020-03-06,-0.029997444999999987
2020-03-09,-0.07887996109999999
2020-03-10,0.03351271050000001
2020-03-11,-0.0321707278
2020-03-12,-0.08253386129999998
2020-03-13,0.056904400599999995
2020-03-16,-0.09833992500000001
2020-03-17,0.055534074299999986
2020-03-18,-0.03807948540000001
2020-03-19,0.019126192299999987
2020-03-20,-0.022724292299999997
2020-03-23,-0.035341283
2020-03-24,0.0827618179
2020-03-25,0.022697537699999996
2020-03-26,0.03121242090000001
2020-03-27,-0.026858209699999996
2020-03-30,0.02676465499999999
2020-03-31,-0.004274194100000006
2020-04-01,-0.0336706647
2020-04-02,0.0167200761
2020-04-03,-0.0082384064
2020-04-07,-0.0011936786
2020-04-08,0.0251491273
2020-04-09,0.0088532207
2020-04-14,0.015930809
2020-04-15,-0.0169543906
2020-04-16,0.0072567355
2020-04-17,0.023090839300000002
2020-04-20,-0.010475314900000001
2020-04-21,-0.028810891300000002
2020-04-22,0.02124593
2020-04-23,0.0032787293000000003
2020-04-24,0.0076556645
2020-04-27,0.015096639600000001
2020-04-28,0.0014540871
2020-04-29,0.0204042535
2020-04-30,-0.0167551394
2020-05-06,-0.0008053485000000001
2020-05-07,0.0112070113
2020-05-08,0.0089199167
2020-05-11,0.0039738697
2020-05-12,-0.016560298
2020-05-13,-0.013353115700000001
2020-05-14,0.0023106547
2020-05-15,0.003968254
2020-05-18,0.026173662
2020-05-19,-0.0109751329
2020-05-20,0.0106459834
2020-05-21,-0.0038850196
2020-05-22,0.0036425359
2020-05-26,0.0071046393
2020-05-27,0.010999566
2020-05-28,-0.0011155875
2020-05-29,-0.0058653266
2020-06-01,0.0063544153
2020-06-02,0.0067235016
2020-06-03,0.0132269977
2020-06-04,-0.0120847187
2020-06-05,0.024469728200000002
2020-06-08,0.0105110701
2020-06-09,-0.010098068
2020-06-10,-0.0033589489
2020-06-11,-0.0515035971
2020-06-12,0.0161760517
2020-06-15,-0.0001321307
2020-06-16,0.025973686200000002
2020-06-17,0.0008959639
2020-06-18,-0.0006257678
2020-06-19,0.0003260173
2020-06-22,-0.0018695226
2020-06-23,0.0009499636
2020-06-24,-0.0196374226
2020-06-29,0.004308457
2020-06-30,0.0127169857
2020-07-01,0.0018490391000000044
2020-07-02,0.010399904700000006
2020-07-06,0.010313210600000015
2020-07-07,-0.00625096620000001
2020-07-08,0.00024074990000000758
2020-07-09,-0.0019899983000000046
2020-07-10,0.00565600030000001
2020-07-13,-0.006426986700000011
2020-07-14,0.004113687300000012
2020-07-15,0.01093253310000001
2020-07-16,-0.005750697100000004
2020-07-17,0.002975959900000003
2020-07-20,0.006926322700000009
2020-07-21,-0.000284749599999999
2020-07-22,-0.006514442899999995
2020-07-23,-0.00807791700000001
2020-07-24,-0.009639225200000007
2020-07-27,-0.004288445499999992
2020-07-28,-0.0005331196000000063
2020-07-29,0.0040718139000000125
2020-07-30,-0.008513903900000003
2020-07-31,-0.002363023799999994
2020-08-03,0.016270865000000006
2020-08-04,0.0042758371
2020-08-05,-0.0025310913
2020-08-06,0.0049819916
2020-08-07,0.0029078440999999993
2020-08-10,0.003677715900000001
2020-08-11,3.36633999999988e-05
2020-08-12,0.0100986409
2020-08-13,-0.0028742415
2020-08-14,-0.0017286054999999987
2020-08-17,0.0008001748000000024
2020-08-18,-0.0020630759999999996
2020-08-19,-7.792110000000131e-05
2020-08-20,0.0025732306999999986
2020-08-21,0.006512900400000001
2020-08-24,0.007494723000000001
2020-08-25,0.0016537941999999997
2020-08-26,0.010120931399999998
2020-08-27,0.0011190592000000007
2020-08-28,-0.0031624247999999986
2020-08-31,-0.005406342000000001
2020-09-01,0.0040437437000000005
2020-09-02,0.0209797058
2020-09-03,-0.0260434491
2020-09-04,-0.0075934633000000005
2020-09-08,-0.0185555412
2020-09-09,0.014671632300000001
2020-09-10,-0.015195350600000001
2020-09-11,0.0036394073
2020-09-14,0.0086314062
2020-09-15,0.0063828190000000005
2020-09-16,0.0004182103
2020-09-17,-0.0063951622
2020-09-18,-0.0103284
2020-09-21,-0.0064133699
2020-09-22,0.0089129874
2020-09-23,-0.0124758179
2020-09-24,-0.00011311330000000001
2020-09-25,0.0133393828
2020-09-28,0.014955329600000001
2020-09-29,-0.009266793
2020-09-30,0.0033828607
2020-10-09,0.002745968
2020-10-12,0.0120851162
2020-10-13,0.000507359
2020-10-14,-0.0055117268
2020-10-15,-0.0025235770000000004
2020-10-16,-5.05985e-05
2020-10-19,-0.013603971000000001
2020-10-20,-0.0026083123
2020-10-21,-0.0056665764000000006
2020-10-22,0.0047196149
2020-10-23,0.0032434798
2020-10-26,-0.0148192075
2020-10-27,-0.0047598991
2020-10-28,-0.0238960592
2020-10-29,0.012397222000000001
2020-10-30,-0.0109587903
2020-11-02,0.013531536
2020-11-03,0.0121483726
2020-11-04,0.0220971947
2020-11-05,0.010906556100000001
2020-11-06,-0.0021549801
2020-11-09,0.016368453
2020-11-10,0.0023009279000000002
2020-11-11,0.0140961179
2020-11-12,-0.011134514
2020-11-13,0.0065173532
2020-11-16,0.0113635957
2020-11-17,-0.0042459047
2020-11-18,-0.0053657933
2020-11-19,0.0040056021
2020-11-20,-0.0031015596
2020-11-23,0.0055118884000000005
2020-11-24,0.0106214657
2020-11-25,-0.0011674751
2020-11-27,0.0007682398
2020-11-30,-0.0078346666
2020-12-01,0.003936516100000004
2020-12-02,-0.002022455799999999
2020-12-03,-0.0036162639999999984
2020-12-04,0.008186099000000002
2020-12-07,-0.0007620487000000002
2020-12-08,0.0038457212000000004
2020-12-09,-0.002167605500000004
2020-12-10,-0.0037409382999999984
2020-12-11,-0.0005792145000000006
2020-12-14,-0.0017973464000000012
2020-12-15,0.006639298500000004
2020-12-16,0.0017411838000000004
2020-12-17,0.003125179700000003
