,STOXX1800,RUSSELL1000,SHANGHAI_A
2020-04-01,-0.00016389815142119762,3.391666310888014e-18,2.7967332674592384e-05
2020-04-02,8.138804472166208e-05,-1.5970734475378208e-18,-8.2212795383564e-05
2020-04-03,-4.010195794015847e-05,1.196526409015811e-18,2.9181647483917384e-05
2020-04-07,-5.8104500660789964e-06,3.541095109199123e-20,-0.00010003805365030598
2020-04-08,0.00012241800127950342,-2.663404690037552e-18,9.33638949012451e-06
2020-04-09,4.309467959074352e-05,-1.2109726414535573e-18,-1.824688536103987e-05
2020-04-14,7.754614199060109e-05,-2.298863204275955e-18,-7.738790721753014e-05
2020-04-15,-8.252861363360411e-05,1.6698032452482025e-18,2.7697781272963705e-05
2020-04-16,3.5323494335487773e-05,-3.9859923739912246e-19,-1.528286649515623e-05
2020-04-17,0.00011239890598399582,-2.1003105338792153e-18,-3.208415732289463e-05
2020-04-20,-5.099052136220243e-05,1.2976459935776193e-18,-2.406950220294946e-05
2020-04-21,-0.00014024231083465885,2.3264715761628887e-18,4.358693580444342e-05
2020-04-22,0.00010341847074447907,-1.7137531809716565e-18,-2.9325705614485852e-05
2020-04-23,1.5959817724670814e-05,-5.346830501880162e-21,9.43912925970712e-06
2020-04-24,3.7265354593693685e-05,-1.0530183485749182e-18,5.139414289386672e-05
2020-04-27,7.34856690581473e-05,-1.250020564971859e-18,-1.2154863634786064e-05
2020-04-28,7.078036320898968e-06,3.5412851896200544e-19,9.436100100035395e-06
2020-04-29,9.93214556224524e-05,-2.100991142233147e-18,-2.1502901979177656e-05
2020-04-30,-8.155872178147033e-05,7.779410246090829e-19,-6.484995978285827e-05
2020-05-06,0.0007624674400126874,-9.733415784474176e-18,0.005994676546726786
2020-05-07,-0.010610290099384625,2.0195272121270595e-17,-0.0021749802227421984
2020-05-08,-0.008444972643986323,2.7893872478479413e-17,0.007854960445791065
2020-05-11,-0.0037622796306232475,1.4910144230384507e-19,-0.00015599430268454741
2020-05-12,0.015678539193786575,-3.257281440127713e-17,-0.0009673554666419545
2020-05-13,0.01264212442684406,-2.893185120367292e-17,0.0021677732422938478
2020-05-14,-0.002187623089708721,1.843372514631625e-17,-0.009078207600427655
2020-05-15,-0.0037569629405159468,6.910300598406139e-18,-0.0006324724402434707
2020-05-18,-0.024780036295960515,5.0422411912443016e-17,0.002235537206613528
2020-05-19,0.010390758145153337,-1.5510858397682626e-17,0.007620830481558444
2020-05-20,-0.01007913432435221,2.668203273881176e-17,-0.004820778599698684
2020-05-21,0.003678160384989995,-1.0709930009511483e-17,-0.005193123098250719
2020-05-22,-0.0034485878136326204,4.428413835633194e-18,-0.01787630855844067
2020-05-26,-0.006726350318259153,2.017506046669837e-17,0.009584093831031607
2020-05-27,-0.010413890296276205,2.3254378533899002e-17,-0.003239886921987563
2020-05-28,0.001056187656940013,-3.811601656522612e-18,0.0031650402861055278
2020-05-29,0.0055530252524718425,8.351470870415767e-18,0.0020882183955202764
2020-06-01,-0.000371899079236863,-0.003613394688458397,0.017190727567495415
2020-06-02,-0.00039350025710273854,-0.005930820741191003,0.0015856949602168532
2020-06-03,-0.0007741244525988261,-0.010456270413004403,0.0005436022026159412
2020-06-04,0.0007072713294906142,0.0024071785151556033,-0.001101649522258771
2020-06-05,-0.0014321175052496651,-0.018552401012817316,0.0030655624079481522
2020-06-08,-0.0006151718305198154,-0.00955047835177888,0.0018457738032441888
2020-06-09,0.0005910004326080531,0.006347366094481645,0.004864944201976462
2020-06-10,0.00019658614430090427,0.004151652604858484,-0.0032557445223026027
2020-06-11,0.0030143041388680353,0.04250499434991762,-0.0060398450920427695
2020-06-12,-0.0009467210512535895,-0.009829768095710036,-0.00030994216365642447
2020-06-15,7.733093187806308e-06,-0.00672708657911047,-0.00792700885279493
2020-06-16,-0.0015201382859202192,-0.013487906378469744,0.01123364761197997
2020-06-17,-5.243726349448215e-05,0.0025625655325943195,0.0010934755402044365
2020-06-18,3.662374233488917e-05,-0.0006369335197629225,0.0009048236216740483
2020-06-19,-1.9080517712666364e-05,0.003821278805131471,0.007490670865102722
2020-06-22,0.00010941584720666686,-0.0045858680861280195,-0.000622640204313935
2020-06-23,-5.559765477533955e-05,-0.0028907089606776057,0.0014089198907361912
2020-06-24,0.0011493015547040441,0.018998369606064835,0.0023406899085217027
2020-06-29,-0.0002521571404424286,-0.010361044664026774,-0.004699686475364526
2020-06-30,-0.000744275444587066,-0.011324007333490123,0.006076289622788696
2020-07-01,7.625446799156899e-19,-0.0037348858865894063,0.00954720291689945
2020-07-02,4.288926070095099e-18,-0.003440386611510455,0.014703926777432447
2020-07-06,4.253173378475393e-18,-0.01107858234964298,0.03934581319992139
2020-07-07,-2.5779016896629154e-18,0.007289927806127682,0.002575758601925153
2020-07-08,9.928538311344219e-20,-0.005872157306641373,0.01197805718147635
2020-07-09,-8.206763268046993e-19,0.0035371513706684865,0.009542732863408471
2020-07-10,2.3325374451879066e-18,-0.007259929157127024,-0.013441307950071354
2020-07-13,-2.650492634781977e-18,0.007796684620265585,0.012218544171448145
2020-07-14,1.696486767344043e-18,-0.009281164525725675,-0.005728887744705126
2020-07-15,4.508582297371205e-18,-0.007162115818418463,-0.010758800312015527
2020-07-16,-2.3715904544212106e-18,0.0025817398942531975,-0.031005029614694923
2020-07-17,1.2272873999189246e-18,-0.0023668228394146023,0.0008488869833396881
2020-07-20,2.8564190591017125e-18,-0.0065280683781232755,0.021444423427259798
2020-07-21,-1.1743088212040552e-19,-0.0008008108614715673,0.0014023043128377182
2020-07-22,-2.6865596168353277e-18,-0.004095007886738601,0.0025415304960423905
2020-07-23,-3.3313371432494372e-18,0.008422709210925305,-0.0016585578218229584
2020-07-24,-3.975221451384804e-18,0.004795374693659682,-0.026610864166300652
2020-07-27,-1.7685571392910946e-18,-0.00576974086975348,0.001830152467001114
2020-07-28,-2.19858798409823e-19,0.004759974196053955,0.00488721342327933
2020-07-29,1.6792181555553677e-18,-0.00922163078270274,0.014222263941562308
2020-07-30,-3.5111383660077515e-18,0.0022138414286247,-0.0016201042552216984
2020-07-31,-9.745122356818507e-19,-0.004596229187488728,0.004867808328402593
2020-08-03,0.013999672104972506,-0.004205200949043454,-0.006099478484640821
2020-08-04,0.0036789880178021597,-0.0018106063387247752,-0.0003887997583234607
2020-08-05,-0.002177785155721506,-0.0034922571406824365,-0.0006051799349838117
2020-08-06,0.0042865728914675,-0.0028164381311172474,-0.0009199953466649929
2020-08-07,0.0025019483556884582,-7.4536255803494715e-06,0.003339543546265463
2020-08-10,0.0031643564552495435,-0.0009184613087205007,-0.0026247594850536482
